c Вес дерева = 256692, число листьев = 192,
c число вершин и ребер
p edge 2018 2017
c ребра
e 1921 317
e 317 470
e 1127 1108
e 1108 1117
e 1117 1979
e 1979 179
e 179 1131
e 1131 1309
e 1309 247
e 247 1439
e 1439 1658
e 1658 1694
e 1694 1100
e 1100 1418
e 1418 281
e 281 1928
e 1928 1220
e 711 1183
e 1183 1001
e 1001 1519
e 1519 1296
e 1296 596
e 596 1114
e 1114 461
e 461 1516
e 1183 1996
e 1996 798
e 798 1485
e 1485 1674
e 1674 554
e 554 1125
